CycleNo,Navg
2301426,-3888.733862
2304205,-5186.552300
2304271,-5375.651435
2304648,-4263.578410
2305257,-5394.856910
2306148,-5231.038890
2306569,-4539.223026
2308636,-4539.223026
2309731,-5908.824963
2311090,-6697.045668
2311705,-5908.824963
2313111,-4868.020689
2314535,-4451.289748
2314923,-5830.382836
2315216,-4451.289748
2315286,-5003.236859
2315445,-5748.569554
2316713,-4567.158787
2317546,-7637.775941
2317855,-5264.489282
2319181,-5901.355720
2320389,-5187.123822
2321369,-7440.035440
2321521,-4772.734002
2321555,-5358.016045
2323167,-5358.016045
2323512,-5083.448528
2325490,-4767.169343
2328325,-6132.019462
2328840,-6537.413366
2330507,-6085.263408
2330659,-6362.849344
2331915,-4591.714851
2333556,-6018.622892
2334833,-4714.027115
2334883,-4714.027115
2336883,-4591.259636
2337070,-7458.858394
2337925,-5328.009474
2342381,-6581.185383
2345714,-3867.631080
2345842,-3867.631080
2348499,-5964.481048
2352928,-6327.293653
2355144,-6116.463521
2356366,-6019.781229
2363365,-4321.851147
2364021,-7447.228575
2364316,-4191.587594
2364751,-4191.587594
2366132,-4143.957141
2366466,-5185.929788
2366621,-4143.957141
2368995,-4358.673067
2369663,-4358.673067
2370635,-4421.625207
2371540,-6070.035782
2372940,-4421.625207
2374372,-5113.582350
2374620,-7100.631446
2376392,-5971.793786
2376451,-4196.905248
2376779,-4168.521963
2381649,-4048.510810
2382281,-4048.510810
2382705,-4516.892078
2382804,-4516.892078
2386693,-4533.675731
2388030,-5340.106787
2389807,-4164.758990
2389834,-4533.675731
2390660,-4164.758990
2392299,-5340.106787
2392886,-4784.079661
2393229,-4600.696963
2393883,-4048.562980
2393908,-3698.947122
2394001,-6698.687456
2394080,-4600.796158
2394900,-4783.333193
2395585,-5282.190432
2404198,-4163.907984
2404292,-5115.866335
2404320,-6340.839004
2404560,-4887.622987
2404888,-4162.742214
2405417,-4887.622987
2411405,-5622.850809
2413516,-4463.284804
2414200,-4463.284804
2418195,-6621.325201
2422504,-5622.850809
2431752,-4852.097261
2432260,-4852.097261
2434204,-7056.593253
2434851,-5201.790134
2434875,-5431.726591
2436366,-5788.006746
2437834,-4347.551768
2438136,-4347.551768
2438362,-5222.619319
2439497,-5575.491206
2444734,-4543.723463
2446346,-6907.734279
2449150,-4892.713561
2449934,-5948.623239
2454472,-5820.837287
2458276,-4264.288696
2458408,-5253.212189
2458442,-4421.202844
2459118,-4265.249006
2459967,-4720.959024
2460280,-4386.204538
2460532,-5499.927732
2462441,-4893.589557
2465003,-5095.392946
2468182,-4636.289830
2470852,-4636.289830
2472238,-4991.946972
2474398,-5222.649482
2475554,-4655.744406
2477188,-5455.757090
2477312,-7074.243947
2477903,-4655.090383
2482761,-6857.221992
2484607,-6001.943346
2489512,-4571.273769
2489877,-4798.551392
2490075,-6552.275843
2490409,-4890.237029
2490988,-4572.992727
2497543,-4723.126066
2497938,-4573.989477
2501617,-5298.355475
2504470,-6327.971231
2506329,-5853.553558
2506787,-6481.435868
2508539,-5538.261772
2508563,-4802.763922
2509034,-6047.974673
2509736,-4160.441556
2510643,-4160.441556
2511343,-3911.633617
2512323,-5088.431603
2512682,-3913.579845
2515698,-6920.210650
2516192,-4786.184784
2516823,-6361.559020
2516885,-5234.941572
2517566,-6412.702894
2517627,-6250.514221
2520641,-6879.778701
2521655,-5810.870195
2521958,-5395.470639
2523185,-6031.579435
2524387,-5235.506072
2527821,-5402.458511
2528261,-4991.575177
2529000,-4416.484062
2529600,-6273.319468
2530455,-5220.984779
2530831,-4416.484062
2531635,-4987.642568
2532887,-5023.617043
2533133,-5400.137438
2534474,-4687.075579
2534996,-6526.231047
2536706,-6180.258983
2536942,-5806.122188
2537180,-4736.538677
2538509,-5137.914241
2539076,-5137.914241
2540448,-6345.204584
2547212,-4460.942918
2549065,-4543.120629
2549098,-4460.942918
2549245,-4300.420193
2549325,-4813.087837
2549959,-5138.786851
2553974,-6238.011292
2554584,-6738.465946
2554625,-4542.704213
2556753,-6270.336075
2557706,-5018.840770
2558367,-4702.328960
2559282,-4702.328960
2562216,-5006.520766
2562435,-5006.520766
2563293,-6942.876892
2565178,-5451.970415
2565941,-6369.962912
2566162,-7420.674062
2567040,-5138.840100
2567696,-5678.821054
2571457,-5284.229050
2573110,-5832.890007
2578306,-5440.666042
2581826,-6975.204129
2587630,-5173.815895
2588734,-6291.565393
2588923,-5173.815895
2590929,-6388.818972
2591463,-5674.335595
2592151,-5508.752087
2593962,-6718.921084
2608701,-5499.685526
2610926,-3694.346038
2611099,-4142.793324
2611103,-4032.165592
2613113,-3695.390777
2613707,-6841.271924
2614445,-4955.896967
2614464,-4307.962576
2614896,-4296.240636
2615518,-6739.013612
2621067,-4102.182182
2621263,-4102.182182
2623747,-5509.295416
2624739,-4954.655263
2624890,-4702.372644
2625954,-4702.372644
2627518,-4483.922863
2627903,-4483.922863
2630830,-5315.467056
2630968,-3523.654457
2631696,-5656.246748
2633427,-3522.833408
2634307,-5409.636434
2635035,-5096.935038
2635152,-6950.527331
2639542,-4685.010462
2644882,-4685.010462
2645029,-5096.478892
2652094,-4202.972153
2652547,-4202.972153
2656118,-5565.706601
2662924,-4384.884294
2663156,-4384.884294
2666344,-4221.762679
2666368,-4221.762679
2667102,-4911.871990
2668229,-5596.445701
2672040,-4943.640693
2673635,-4911.871990
2673731,-6139.363970
2677926,-5560.827936
2677943,-4943.076508
2678417,-6164.207351
2678667,-5655.966569
2684342,-5212.667493
2684801,-5474.186789
2685272,-3717.588593
2688501,-5597.052168
2690435,-5370.715278
2699408,-6693.951792
2700500,-4010.309168
2700825,-5634.515266
2701174,-5101.205954
2701275,-4010.777518
2704904,-6557.317558
2707058,-4976.935403
2708480,-4379.860946
2708616,-4379.860946
2709012,-5574.088157
2710134,-5110.358129
2712612,-4463.005581
2713274,-7225.341698
2713355,-4463.005581
2718508,-4568.285922
2718512,-4489.955199
2720166,-4967.764830
2720600,-5187.442608
2720856,-5219.672677
2727182,-5187.442608
2728619,-4583.748255
2728787,-5407.958112
2729087,-5578.286986
2729311,-4582.948269
2731539,-5149.311934
2731745,-5764.296524
2732815,-5003.685844
2736243,-5505.265410
2736354,-3833.659109
2737109,-3833.659109
2737279,-5003.685844
2737711,-5503.086969
2739814,-6103.135812
2740697,-5442.121288
2743496,-5171.321258
2743568,-5357.414401
2743682,-5170.591009
2744102,-5146.315207
2744167,-7023.966612
2746915,-5115.994668
2747305,-6915.861224
2747388,-5437.888388
2749655,-4444.675191
2750447,-5777.673397
2754234,-5434.750279
2757863,-4787.009230
2758155,-6677.246563
2759277,-3628.941351
2759324,-4594.357068
2761654,-4085.623620
2761774,-4085.623620
2762304,-4084.458144
2762399,-4831.020944
2763613,-4044.696362
2763711,-5672.433059
2768459,-6942.436417
2774274,-5441.843398
2776477,-5464.603810
2778532,-4824.790209
2778954,-4824.790209
2779177,-5777.093757
2784708,-5702.474916
2786450,-5427.756623
2786686,-4453.428048
2786814,-5365.576519
2787237,-4453.428048
2787510,-5659.358404
2788810,-5357.152167
2789489,-5175.009476
2789823,-3664.261750
2791086,-4113.781664
